X,Y
31.36487235,29.26648866
45.55831546,42.70647587
53.73162071,28.81264145
59.0864823,36.31757307
41.43617828,38.24720115
49.16556973,47.54478139
43.49249591,61.38831371
52.60763627,41.74556529
45.41432063,51.81350371
63.19849208,48.83346001
38.05103471,41.96839125
53.65216456,47.57938617
44.77089577,15.55571918
51.42229974,56.95197522
58.80151708,28.77150102
31.85731515,38.10385005
56.11950482,39.10164253
40.27297953,32.20792247
57.08499185,36.49708963
52.00937524,46.08820266
40.76211328,33.0310857
47.66927826,35.36641864
46.16951172,25.06279187
41.98498896,31.03741638
31.88573107,11.2193456
41.34841379,43.12304909
50.02613167,45.13343717
66.55534051,45.91855783
45.06168629,18.8113729
51.01082567,42.75338045
35.4581531,39.67153515
48.32053462,14.52159963
43.68803304,44.017586
53.39720406,58.72606882
49.59800514,27.29287056
40.82763442,41.68552257
56.42655565,34.09388189
37.52931151,28.97305233
38.15274278,49.74781255
54.51053202,54.86848733
48.13786114,26.45338938
43.87999089,28.27124149
46.12508353,40.97462726
41.9320473,37.27229799
13.4001247,35.58533108
39.91697029,37.69958867
42.04221094,50.30716445
50.9375509,41.35432912
44.46894751,34.85692102
60.99555869,34.49196666
46.51817194,31.25722758
33.89600614,46.832009
46.63785398,35.89409153
58.14287696,29.47856202
50.6912724,50.67700469
54.56197273,44.08763726
46.83736132,48.9014989
64.16274114,47.92445641
53.70716281,37.8845655
60.45913331,37.23786775
54.14328376,28.61126468
36.84920944,39.84171606
44.11308007,49.64034198
38.97782734,18.04854086
38.60053834,48.54830689
50.11708015,39.86467179
46.84234646,45.9981577
61.79918331,32.31446879
45.50564995,39.06904016
49.01222009,48.36869114
55.04373451,41.09960872
44.09207501,47.16297963
22.86863104,66.56738705
53.8897644,23.9359423
63.27256251,40.1426741
40.65427721,47.59910779
37.94223012,38.9676376
34.48281308,27.14014717
44.55089505,36.28963157
37.31589952,35.3933969
47.26186287,35.82862694
59.75069611,38.11818482
27.24557811,43.01110538
38.28583266,20.0822536
49.97944999,53.13993505
53.0056935,49.6785762
59.78416773,32.46807846
56.08725242,44.32056873
52.36937375,31.37661844
53.57002496,35.52346976
36.95197299,39.2495638
41.03881575,27.76069518
44.05181955,36.8041158
71.15913575,29.98477304
52.6236891,22.85197056
56.47885724,37.26174335
44.04586072,34.25312861
50.00003102,40.92782341
44.60641053,36.33359706
37.35392528,36.16612248
46.82228146,36.4144443
49.40365615,40.18878448
38.54821385,29.69926718
57.79560197,35.66367872
48.03425068,31.06293206
53.3173342,52.20363264
50.78503129,32.29660866
68.46398609,47.08992125
36.65757228,53.3397731
62.75205807,21.50919079
39.74652284,28.40855669
47.32092878,47.09448344
55.03329659,11.97168993
58.86088929,47.77317372
38.32237012,36.78085813
47.04732153,18.87915133
57.240694,18.56565414
35.51387571,36.01053452
48.5598357,31.78493811
57.78971391,42.61379289
43.95216018,53.27642665
55.35686294,51.88977561
21.44451542,43.98674085
68.30135336,41.94916121
39.32438945,42.64597128
52.72500314,45.40982438
43.49812024,48.11533939
46.08034774,44.68212899
40.02511171,31.79717996
47.43099595,35.39821609
50.97827864,47.02135904
41.36836646,57.50360991
58.88577052,29.14070931
47.46188948,28.24777335
52.01575271,51.13559657
64.95941471,50.97567112
64.89983957,28.8957336
41.73668604,38.45901875
48.3494841,48.05976311
47.99538783,44.22018507
48.33605629,30.51208132
59.39460318,37.51003028
47.91715496,45.5566202
77.1841347,34.80316306
29.7549888,30.84018033
59.64914123,32.75435227
31.1725192,60.68655056
52.88446465,26.3525697
52.30685145,30.79022126
47.35972382,40.50748496
46.24170659,53.24772746
51.18902043,30.85529437
52.67897752,12.42267626
51.30706784,27.92251877
39.50207024,33.1078486
50.59977252,35.21630503
36.91599398,27.5039582
39.5465148,32.03202035
36.55868725,41.90163469
50.88508636,28.5298167
34.47539098,40.05253422
46.57489061,48.30207933
41.35799579,54.96954747
52.83172033,27.72365994
56.19099864,26.75734006
51.04913062,47.46304973
57.57296018,29.62407795
56.00613528,46.50930346
56.22895713,32.89170261
45.90613971,41.85724165
56.63769445,33.17800991
45.4672982,40.50362975
68.33666987,33.83485677
48.7495974,52.32380398
42.30672713,40.32294504
58.29777823,20.10209717
60.55881359,16.05770152
43.81045888,36.08309639
48.83846446,30.23771831
35.27470536,27.45152077
40.78542153,35.52042684
45.10631433,27.35539476
51.8891583,41.73077407
50.83445794,32.99734139
33.85560124,45.75956866
39.08894241,54.91086335
35.39591049,46.77791616
57.55812099,22.51501638
46.55292137,44.35325408
32.90827303,37.72589248
47.93174468,35.48062324
38.05589926,31.12049088
40.9197393,37.04086108
59.44115612,42.15004782
47.59241398,56.78141906
46.77594722,38.87766332
48.19027335,49.97353082
46.95133901,47.06769902
40.72770057,36.7592499
53.59241013,45.93780351
49.94367606,51.03514416
47.97964454,36.53096248
52.2831101,52.71480665
56.14203048,40.72615525
47.59524539,32.87718831
35.04987064,25.45087911
48.64014163,43.72616528
64.90817226,46.72672734
43.27617854,32.07007884
63.90477906,38.54416246
38.1508539,45.35082928
44.18407452,50.65732512
55.35255218,20.83271617
46.36757576,43.01873292
49.35365146,46.33481477
39.04297356,37.79719369
47.20065867,22.80629908
37.66693932,29.20519923
66.50837241,28.68870694
41.37454457,19.44350663
56.0530336,45.71206369
48.45432864,25.74098232
52.20083129,72.94783618
63.43479385,42.92041916
56.45138908,60.24343188
56.12208428,33.66408738
56.93508475,30.22000986
47.93696613,33.75617406
52.8313429,49.84707755
56.50584216,52.39465017
56.05567378,15.78572094
50.72877214,51.29596039
51.28968106,55.56699457
63.84008175,21.99928489
44.58032788,26.55626759
59.0844226,22.79286695
50.17375553,32.39513843
40.07342938,43.57509426
41.7951232,37.40556706
33.22448418,43.63241718
51.82631782,38.11419336
46.20571985,40.33164961
40.87940908,35.69033234
51.2147509,43.460507
56.05645099,51.38749192
39.51707489,23.07611602
56.33460675,32.08182946
59.43815042,39.1262229
54.75558868,28.48888075
57.41637709,50.84476737
51.57431831,41.58637917
57.83059637,45.46053559
43.44579246,42.56004215
30.42210551,37.07440374
49.84181002,46.44657677
51.95131267,40.23018465
64.17907254,43.56523459
55.22686187,24.15088335
54.23315324,43.00269582
58.0049775,52.01144014
70.02379075,19.63085038
46.94557543,48.17162547
67.31336111,49.55966418
50.85367132,35.40750888
48.76375009,47.90943007
56.82595568,47.7586764
43.26508182,40.48342934
55.14154482,46.97816122
35.41112648,36.51318172
25.31760323,42.28530942
50.29438499,40.37156552
47.17338824,52.04343938
53.44065246,40.8132628
50.6704964,54.24361743
54.71924623,39.10943949
55.96018889,25.2931399
49.94887087,45.95424563
56.01867533,45.33289144
44.39057938,59.88600113
47.66959528,31.80015653
39.9615244,34.22266415
52.43510623,46.21078642
61.05155621,37.19772852
57.03870368,45.72602312
69.55551658,30.03220784
49.99380699,28.08371807
38.18162939,45.40463132
40.86129649,49.66939841
53.82201664,50.67188342
55.00156161,40.64730437
45.83572691,35.38580601
70.11533656,50.69689771
65.572502,29.91512476
60.7083297,51.91264448
43.63284691,49.5517983
46.36548494,24.4551462
66.59718669,34.01888229
40.00967686,42.72451257
68.1460222,36.38258339
39.84510877,39.24884852
66.80681087,27.85393799
61.03019262,33.64965029
64.62821177,42.44772773
43.13520245,43.9741385
60.93163826,33.69052207
50.13525772,26.30090344
42.71051357,42.68144764
35.56071445,34.20460178
55.96729106,12.68543251
50.01349601,30.34853143
47.45115391,44.86556722
41.08891668,19.02043146
30.54702597,42.56776448
31.89801045,53.62569875
52.29501057,48.72754776
51.24881927,31.22371175
68.84458514,47.95521939
40.01209801,41.58276576
48.65848684,39.53548359
68.15075959,30.89857921
42.50417084,41.29480817
58.69747196,37.33547184
66.29117341,44.38417247
36.50990911,22.93948218
34.4169109,23.43817512
50.13315218,47.06957782
40.35283038,28.76128883
39.69987982,45.97547832
59.83162098,44.37710123
40.58196603,34.51077448
67.85481564,33.25959292
38.28352984,51.28919504
56.78042042,53.5693274
56.54881324,39.93019995
63.95910826,28.39320918
57.86569466,28.85846868
31.44908842,55.26499512
58.71843392,26.17547234
43.99558674,33.27232827
61.02305562,39.08964326
39.4131222,48.04286011
36.48383481,45.3138663
38.82670823,26.71213511
34.2660317,19.92861214
60.99074054,29.29775479
57.02754704,40.43460647
34.0993531,51.16098461
47.13283516,52.5467355
56.42618051,54.49349692
54.35132002,20.43648679
45.32526177,32.51597397
54.8327297,55.88306481
23.89890656,29.74573063
55.73744634,31.43417058
27.43082792,43.5350296
53.42542352,39.92823463
68.55341039,52.14366692
65.10527107,45.65326045
40.42651426,47.27106495
56.41194621,38.74962538
51.12174427,25.49857514
66.35909974,36.22171934
67.02851399,54.17405376
61.38660245,38.39952384
44.32389438,34.40771992
50.93382139,40.31732556
53.76610222,46.49411231
53.49178298,34.33312279
45.40437751,35.40739852
57.7279503,34.26925481
35.87250465,25.22708445
55.91936348,28.61509863
60.06489037,20.6473523
48.20714773,40.93590862
46.43803258,35.9634927
37.46604565,44.31685616
35.9775736,40.40993526
37.92240805,40.90658923
43.8217842,40.21563061
52.37919617,51.53407526
68.53238189,35.14607616
48.18520529,49.56538826
62.16207944,30.69995492
40.52569616,39.91721666
58.67792158,40.14582526
41.14111437,34.53095754
50.85305781,43.20131773
48.61436753,40.03781017
46.77720379,53.59533785
57.7560298,36.62134031
78.30462157,39.8798502
66.78728384,41.84855929
52.63779669,50.84770543
56.83755093,27.60200309
53.11015349,44.86573268
44.26809281,25.68297645
60.42088741,49.44284251
65.42660942,54.27894641
57.54961837,50.98358512
52.87477713,44.52360932
69.51396174,37.69018366
42.78609193,43.85864574
52.12264505,46.24692505
48.93648957,35.46723323
54.82906446,35.00175089
62.46234813,43.13464789
36.1822713,45.91749243
55.50587892,43.3622634
32.55608981,50.68672472
53.9889308,49.97201287
39.87179963,21.87785332
38.92190561,30.51207685
48.35945565,63.2657739
55.19411415,25.68724743
67.37443602,48.52774254
55.42047564,27.38063391
53.94194909,46.8915635
52.89722914,38.20986797
41.50782244,35.77624116
54.3496209,62.78402285
60.01547522,21.66581709
54.17446805,46.88319824
51.43659931,52.29032384
47.8192649,41.13744816
54.15233543,40.44469667
41.67085779,18.7998932
32.39046237,51.74201308
62.28459505,45.34201209
47.89183682,46.55876497
48.39598145,25.90083957
46.5037989,37.94987962
56.41775053,34.18167328
47.96104289,45.14609807
54.25558756,50.15218654
41.95299219,33.10922888
36.18369555,41.10454088
46.07589771,44.15891124
37.75336066,38.81671856
32.00806229,42.45426097
56.20878543,17.79669187
43.86807605,49.67417358
38.68040793,53.77506953
44.52848447,38.82624313
45.57388929,24.71264064
46.36719902,38.29275245
57.62230264,32.18252387
48.19012631,39.88427342
50.8521099,70.4972175
54.91853767,38.29309645
75.20822109,43.98647904
29.23501508,22.2042246
55.69107543,47.13960556
43.20380427,33.41303023
55.29686671,36.60098511
49.97338631,38.72805916
59.12089433,35.25652483
41.20558343,35.98325054
43.55950307,19.22681471
57.20500723,46.45602998
60.81986407,24.42615491
32.23145286,35.40191447
59.27701969,24.19171474
56.11412453,47.25628065
53.11009143,52.03713845
69.98113166,44.39342298
45.47360547,30.37318006
60.99945253,42.75612461
61.8669658,38.19623548
46.64930629,45.44820546
60.76878969,34.63299841
58.36232769,45.89391642
43.92328896,43.25585303
46.56099865,49.18366311
32.07094052,37.75589577
49.28808755,28.7198616
57.67229756,26.67957814
44.64083143,39.82372434
40.81772795,33.54059633
50.31939743,44.02925991
65.649842,23.97160771
67.26233753,35.93825548
52.70573043,33.63123837
57.22980186,40.83638438
34.6671501,19.94827669
54.07568463,17.124344
48.64542505,44.92590641
31.26292686,22.37678586
45.58871306,39.19927835
44.04867122,47.85840718
34.90336384,39.15145343
55.4953663,41.6977379
66.61960591,40.19590085
56.69499875,33.35030291
54.09269523,52.24044237
52.13595297,29.68834519
39.51108537,49.24502025
58.392965,34.60824171
44.29907314,43.36223325
41.76906913,36.90094297
59.10955167,40.42340077
54.48923912,44.80369766
45.15183971,47.85627156
52.69186907,49.8943399
55.70629311,57.62123811
57.88499404,49.6237615
47.45787145,43.29732935
51.00310666,38.43818831
31.34631016,48.07800997
56.89243582,48.84967997
46.52421467,57.66559443
49.17980344,62.18278264
48.88069757,41.57506055
38.39619967,30.55873107
46.04478988,54.9113356
53.49599027,51.43505375
40.04843632,50.26667342
52.33871277,48.03978937
49.02818275,39.73144048
49.61141756,40.95360731
46.37599337,38.50916564
50.92973284,47.11613756
45.19342701,48.18340683
78.34835659,46.38338065
54.99095081,35.80942701
49.97902474,35.14847576
52.28924261,47.57249497
39.80984121,43.39824165
55.48057134,24.5795758
43.03678123,28.70313188
60.82535608,55.53987947
39.10895056,51.21626443
50.09748661,31.62301732
50.06868549,52.0607736
40.3111488,47.97112448
63.38373416,35.72362175
38.33742415,24.70633665
46.36396209,56.21289918
57.69169557,36.96701076
50.94089748,49.55959314
57.09173712,49.29135832
37.74949699,23.83299028
46.65370042,38.41104426
61.98088927,22.82214674
46.54705639,28.62649035
51.04642602,35.58002415
42.06012351,50.93512428
46.23340643,37.17727415
52.54955866,27.30136916
41.45290204,41.96953697
68.02938112,44.81169082
36.88153577,47.08535489
43.27688382,44.36341021
49.26912736,37.64533703
50.92900113,58.8007175
47.15720181,51.30434381
45.36988629,41.80808428
67.30674858,35.64857083
54.04472896,41.51747998
40.56400359,63.09148194
42.8555712,44.59743933
40.46419176,45.11149671
51.20529187,31.16778658
49.78616879,27.95267508
62.16508139,30.24412817
55.33107958,41.41013724
54.22749623,29.85578406
58.0784559,42.28768734
42.0217029,35.82751932
31.64451138,51.17270124
62.53774558,39.6066386
64.64547442,50.69252046
52.6925289,32.73368901
62.01144623,46.61091237
54.57690091,48.2918122
30.06292373,42.50640585
43.28848387,48.94502082
43.35778574,33.4222744
54.25264611,49.67676315
49.25815868,37.46083118
51.54002416,47.53316299
48.53389212,36.07530713
71.62154352,54.41639736
45.50233665,48.43227323
46.72691645,50.05788087
32.73908695,35.34816918
47.33457667,37.75076076
62.44710327,49.63082011
51.20064011,42.25095695
53.37740415,44.95739336
56.10967963,36.39306741
66.48517837,43.77247258
49.47113034,37.60535496
52.6654008,38.27846661
55.39537272,37.94846521
52.13765639,40.71529083
44.12870621,42.6349611
51.72497179,37.13112877
62.81512071,47.94744762
48.42661642,36.11570032
46.70190965,51.12456836
62.82070153,42.00249208
55.07379448,22.1616951
45.13691853,51.55297681
56.68458245,61.40709668
58.5818916,30.19106118
55.45879101,62.08783545
61.05494389,41.04063864
66.93447238,58.19897208
46.08531811,56.45720091
47.59339428,31.99917179
37.57657184,52.62223647
44.65082067,59.04255903
50.49534888,55.45093106
64.29185795,35.94463361
55.49563051,31.13355424
45.88981106,45.6997414
64.17033321,43.94641961
46.10347098,42.5317728
51.67025276,40.44301348
44.94066849,22.38028727
55.99169476,36.03020173
49.34341546,48.49708012
54.05104508,33.77379205
44.41369838,37.1624233
68.18736779,46.70826376
45.29084142,24.89427578
54.1902592,33.01090908
40.26180659,34.65357939
56.16241159,43.96833039
49.12298262,40.92807271
33.17423451,36.30983012
50.0006266,32.5263012
50.04892751,18.82060689
48.45681692,40.17258539
63.2742968,41.59498723
56.50784785,62.81609868
30.41260539,54.30239782
48.15410605,41.14389474
41.59626468,42.56613768
39.21476355,28.04253714
46.37634646,40.54770744
38.88652036,46.25823967
61.99583391,47.33976109
42.04359747,43.07670958
62.10073274,28.49548144
55.00405108,44.1296994
41.56002494,23.72285937
59.79392285,41.56598496
50.15164481,13.20150391
43.65676358,52.51258733
30.22521067,43.59731901
50.82807288,57.67907572
37.49578851,28.56232408
45.73412978,25.98992624
66.32556576,46.11332557
36.2082884,23.29413366
39.01519178,49.9335983
44.66427806,38.94665373
54.17973293,41.57144787
38.47326733,26.46067526
57.09615802,69.06952583
58.85202179,51.42957849
55.89911168,52.89782813
44.31801825,40.15305754
38.4898254,32.95016295
51.02722759,29.29122253
50.39560737,47.96928432
39.87680919,33.86804073
65.14371087,34.82349622
54.66802163,43.68333233
59.75214374,50.76808879
43.47492881,25.91773347
32.96731312,27.3883303
40.31026162,54.50202891
47.17262374,57.41736354
49.78718754,41.01050396
40.61006993,32.51427778
50.82162609,36.16956795
50.15623196,35.47774467
62.50483272,39.36984069
48.68073803,43.02629723
67.10247047,40.83516357
51.20330558,32.13349638
58.9903751,46.00335481
36.62661885,51.07868716
35.79722858,20.67837037
57.51007045,36.58394088
52.13717428,30.94240864
58.35728135,29.22422188
36.03240353,37.03611624
73.91510272,38.16520969
59.3251247,48.07387629
50.39832782,32.55523215
44.76085165,40.77153994
49.9597534,52.06267348
46.18136632,33.72027527
28.55393223,41.44347019
47.67601498,42.9996174
56.4879347,39.53413645
48.54748799,32.08631047
51.46110229,38.65587045
60.25950993,35.09863899
67.6973464,47.70364451
33.13192278,38.91266143
45.10128777,23.08284696
49.67701176,60.32493247
61.759617,29.65892501
40.73357563,37.90858155
63.39318357,51.54198782
35.49183247,42.48278989
47.43735534,49.25342123
60.4399002,47.7212584
35.87161852,35.83005471
41.74791586,55.94489979
43.00439383,26.04724974
36.93576411,54.94057311
77.20580975,41.39538947
51.57729156,33.36883821
51.46723624,42.85814285
31.94160613,52.59664447
62.37267652,33.85657637
56.74050785,34.96131341
38.98172592,41.33193691
56.91595103,34.12563913
51.62330384,39.49008953
55.44080405,46.511935
72.42046726,29.13642994
54.26614707,28.16253586
50.04253293,52.02954072
60.09326803,39.24729671
48.31555832,47.92829197
47.15646432,34.8107168
75.74549868,33.92658032
44.87787362,34.16146487
62.56424906,51.85212033
52.98841508,35.4286997
55.11337629,37.83228623
46.54082479,42.57061598
59.41610866,25.28143545
48.34889236,39.33865878
51.64242214,43.80120877
51.99771684,40.62940893
38.63347695,40.65792468
42.62302885,55.88795777
48.88711987,33.1567405
49.86792114,43.14819699
40.03746277,35.24394249
48.5738731,43.21014996
42.01332477,38.13373573
47.30893953,35.47939025
47.76382383,33.72127212
67.30437497,40.83940032
62.26829626,49.84799792
37.9108137,49.11893889
42.64816725,46.74406943
45.02778639,30.75925866
64.23813001,43.87298801
50.93457853,30.68390948
34.05573431,51.81300552
49.7498885,36.13258943
47.57141914,40.55489922
48.29498107,19.94073898
44.15449934,22.8929747
52.82749177,53.94370545
46.96231942,42.1499127
56.6133904,22.29795873
39.50410901,37.05191031
49.18095422,31.47097258
50.37263767,31.16076402
28.78569641,45.67263078
48.58456255,45.51213908
63.86636627,44.3738312
47.11963091,43.92513359
62.31232967,30.30547729
47.25904775,32.3820128
42.45837814,43.95621515
56.30981698,35.2592758
45.58008114,29.77804592
37.23781398,35.3921985
55.02233802,38.95636259
37.99472861,51.13137882
46.61050108,31.8709118
51.74218859,43.21582682
41.45169867,42.91325662
40.66112689,57.75115935
63.55026752,33.94096047
36.07342255,44.51196504
57.21409053,43.88316692
53.41897506,24.2749996
56.5404801,30.59682483
28.71413489,39.65434041
31.04820598,36.89997664
60.67382417,31.8481367
60.03719233,42.8832134
56.42041988,36.08972664
41.32989881,32.81211484
79.99673932,43.19849563
52.77812053,51.69103883
55.94383061,47.18688791
60.07933011,31.82602885
51.79469829,29.00186232
41.94367231,27.83769197
35.20476447,36.94598054
36.02462335,40.47681652
55.45580941,36.61263839
63.72787881,27.81431736
51.52395224,44.21961627
54.54952081,23.98360206
45.9747425,48.00703236
58.90534001,29.04605582
71.46609306,43.5210655
54.89880658,29.98734207
66.6449083,25.94430213
43.45723542,31.95863365
45.35075061,43.78203017
57.2966649,38.1951998
48.93656697,28.35016182
49.02800207,45.76052914
62.43773257,54.11922597
47.25268319,44.45765738
54.08174536,37.40433283
41.16243023,45.65395264
55.55898984,21.27836048
36.35753484,46.65768065
51.70508654,34.54650299
67.46230317,11.94873991
55.78210792,45.56503431
64.60785394,49.8259754
59.38157161,40.23217477
46.22434459,31.8758885
33.52174778,61.42900534
48.18846211,50.25501388
67.28207482,49.45020677
43.81998249,43.62639589
52.79661753,38.91965015
43.62091983,36.93795582
50.52683581,38.25718181
70.41320818,39.60879096
45.48057927,43.92427593
47.71632096,39.41706829
40.12796514,34.71537033
66.69918571,29.08962153
56.94321344,42.24300846
40.61718764,37.62922917
59.21560444,51.12690396
66.17914706,36.54804759
44.74310721,48.45339447
56.98654539,47.33847451
55.33769203,39.66195963
55.46984633,36.45368955
40.16083481,40.12749005
39.61477722,42.52121257
50.94529606,63.80549486
46.92604805,39.86787349
48.52248187,44.11611888
65.45639179,40.62825998
48.73041674,31.43564348
56.64954785,32.10076089
31.0998504,38.16219951
59.93186357,42.31912228
49.05405077,45.82452552
39.55393018,41.68538085
50.9717129,45.85171082
43.65194168,28.56171362
39.07015094,38.3688327
46.40227431,29.92826027
55.46951851,53.01890509
49.55485803,48.48660449
53.93159326,32.51005603
52.04155772,39.38358524
47.78637126,47.61869039
39.98451596,34.83445145
41.92458411,39.57437678
49.83673997,43.41751039
52.34484347,28.24765281
26.87792512,27.60939811
63.34972403,30.5587599
41.71175123,40.20179905
64.94074847,50.53560156
51.89721953,54.72551231
50.32435452,53.55677231
45.88670048,36.56887935
51.30640916,39.17194407
63.26293622,45.8079485
69.73663224,44.50358729
53.822527,44.39153086
43.43797143,32.64519283
58.91564601,31.76304233
57.32542937,42.15064882
60.437169,31.90155827
45.0025661,46.39720967
55.87285313,40.92497864
63.93361901,35.86047327
38.75960917,49.57490397
34.94583469,31.12403108
66.21943708,27.58226949
32.01829478,42.33063924
59.51176327,44.19794086
62.90974646,30.34679974
45.23439861,42.69789058
33.50139285,45.25406696
59.70178641,42.65511947
55.39812298,32.6378715
52.81419683,38.10980532
64.14658889,48.44779608
46.16739431,35.19757484
43.4947831,54.21795981
59.24136374,36.11147558
42.18913773,50.14687302
59.3670204,38.6184039
53.65517127,57.81049102
51.85792158,49.24273292
34.62841071,35.00661003
61.55318245,30.05168072
44.48383293,53.64878071
51.32522193,40.68652402
41.18446062,31.88321803
41.2063266,28.80674069
51.89275869,44.25039414
50.55391849,34.7870232
61.13551827,38.07074663
35.80650456,53.51776547
